# zh_cn reference table — GENERATED by mdk/tools/gen_zhcn_ref.py, git-tracked data source
# for the GT6ZhCn datagen provider (ADR 2026-09-06-p20-i18n-zhcn-pipeline §1.1).
#
# columns: kind<TAB>source<TAB>value<TAB>status
#   kind   material | itemgroup | mte | direct
#   source family rows: the dump key suffix verbatim (material Pascal internal / itemGroup
#          camel internal / mte numeric id) — the gt6 lang key is derived provider-side by
#          the single MaterialPrefixItem.snakeCase implementation, never here;
#          direct rows: the FINAL gt6 lang key (hand-entered in the script's table).
#   status auto   = dump copy with a translatable value;
#          review = pure-ASCII dump value, suspected untranslated — provider skips;
#          hand   = human translation (script HAND_TRANSLATIONS table).
# filters: dropped ktfru/written.book/enchantment keys; duplicate keys: first occurrence wins.
#   mte rows are inert census data until the MTE ID-join subface lands (arch tasks.p20-arch-i18n).
#
direct	block.gt6.wood_fluid_pipe_small	小型木制流体管道	hand
direct	fluid.gt6.cactuswater	仙人掌汁	hand
direct	fluid.gt6.chlorine	氯	hand
direct	fluid.gt6.cold_water	冷水	hand
direct	fluid.gt6.diesel	柴油	hand
direct	fluid.gt6.distilled_water	蒸馏水	hand
direct	fluid.gt6.dye_chemical_black	黑色化学染料	hand
direct	fluid.gt6.dye_chemical_blue	蓝色化学染料	hand
direct	fluid.gt6.dye_chemical_brown	褐色化学染料	hand
direct	fluid.gt6.dye_chemical_cyan	青色化学染料	hand
direct	fluid.gt6.dye_chemical_gray	灰色化学染料	hand
direct	fluid.gt6.dye_chemical_green	绿色化学染料	hand
direct	fluid.gt6.dye_chemical_light_blue	淡蓝色化学染料	hand
direct	fluid.gt6.dye_chemical_light_gray	淡灰色化学染料	hand
direct	fluid.gt6.dye_chemical_lime	黄绿色化学染料	hand
direct	fluid.gt6.dye_chemical_magenta	品红化学染料	hand
direct	fluid.gt6.dye_chemical_orange	橙色化学染料	hand
direct	fluid.gt6.dye_chemical_pink	粉色化学染料	hand
direct	fluid.gt6.dye_chemical_purple	紫色化学染料	hand
direct	fluid.gt6.dye_chemical_red	红色化学染料	hand
direct	fluid.gt6.dye_chemical_white	白色化学染料	hand
direct	fluid.gt6.dye_chemical_yellow	黄色化学染料	hand
direct	fluid.gt6.ethanol	乙醇	hand
direct	fluid.gt6.fuel	燃料	hand
direct	fluid.gt6.hot_water	热水	hand
direct	fluid.gt6.iron_molten	熔融铁	hand
direct	fluid.gt6.jetfuel	喷气燃料	hand
direct	fluid.gt6.kerosine	煤油	hand
direct	fluid.gt6.maplesap	枫糖树液	hand
direct	fluid.gt6.mnwtr	矿物水	hand
direct	fluid.gt6.natural_gas	天然气	hand
direct	fluid.gt6.nitrofuel	硝基燃料	hand
direct	fluid.gt6.petrol	汽油	hand
direct	fluid.gt6.reedwater	芦苇水	hand
direct	fluid.gt6.sap	树液	hand
direct	fluid.gt6.seawater	海水	hand
direct	fluid.gt6.spdew	幻露	hand
direct	fluid.gt6.steam	蒸汽	hand
direct	fluid.gt6.water_boiling	沸水	hand
direct	fluid.gt6.water_geothermal	温泉水	hand
direct	fluid.gt6.waterdirty	污水	hand
direct	gt6.cover.conveyor.display	输送机模块 (%s)	hand
direct	gt6.cover.robot_arm.display	机械臂 (%s)	hand
direct	gt6.jei.info.multiblock_coke_oven	焦炉是一个 3x3x3 的立方体：将焦炉控制器放在其中一面的中央并朝外，保持立方体中心格为空，其余 25 格全部放满焦炉砖。点燃控制器即可启动——它自行积攒热量，结构下方一层的储罐会收集杂酚油。	hand
direct	gt6.material.breeze	微风	hand
direct	gt6.material.carminite	胭脂石	hand
direct	gt6.material.fireleaf	火叶	hand
direct	gt6.material.golden_amber	金琥珀	hand
direct	gt6.material.superconductor	超导体	hand
direct	gt6.row.attachment.mat.adamantium	艾德曼合金	hand
direct	gt6.row.attachment.mat.ceramic	陶瓷	hand
direct	gt6.row.attachment.mat.plastic	塑料	hand
direct	gt6.row.attachment.mat.stainless_steel	不锈钢	hand
direct	gt6.row.attachment.mat.tantalum_hafnium_carbide	碳化钽铪	hand
direct	gt6.row.attachment.mat.tungsten	钨	hand
direct	gt6.row.axle.display	%s%s轴	hand
direct	gt6.row.boiler.display	蒸汽锅炉 (%s)	hand
direct	gt6.row.boiler.display.strong	强化蒸汽锅炉 (%s)	hand
direct	gt6.row.burning_box.display	燃烧室 (%s, %s)	hand
direct	gt6.row.burning_box.display.dense	致密燃烧室 (%s, %s)	hand
direct	gt6.row.burning_box.display.fluidbed	流化床燃烧室 (%s)	hand
direct	gt6.row.burning_box.display.fluidbed_dense	致密流化床燃烧室 (%s)	hand
direct	gt6.row.burning_box.family.gas	气体	hand
direct	gt6.row.burning_box.family.liquid	液体	hand
direct	gt6.row.burning_box.family.solid	固体	hand
direct	gt6.row.canner.display	罐装机 (%s)	hand
direct	gt6.row.dense_wall.display	致密%s壁板	hand
direct	gt6.row.diesel.display	燃油引擎 (%s)	hand
direct	gt6.row.distillery.display	蒸馏器 (%s)	hand
direct	gt6.row.dryer.display	干燥器 (%s)	hand
direct	gt6.row.funnel.display	%s漏斗	hand
direct	gt6.row.large_boiler.display	%s锅炉气压计核心	hand
direct	gt6.row.machine.crusher	破碎机	hand
direct	gt6.row.machine.display	%s (%s)	hand
direct	gt6.row.machine.lathe	车床	hand
direct	gt6.row.machine.shredder	粉碎机	hand
direct	gt6.row.mat.adamantium	艾德曼合金	hand
direct	gt6.row.mat.arsenic_bronze	砷青铜	hand
direct	gt6.row.mat.arsenic_copper	砷铜	hand
direct	gt6.row.mat.bismuth	铋	hand
direct	gt6.row.mat.brass	黄铜	hand
direct	gt6.row.mat.brick	砖	hand
direct	gt6.row.mat.bronze	青铜	hand
direct	gt6.row.mat.chromium	铬	hand
direct	gt6.row.mat.ev	EV	hand
direct	gt6.row.mat.fiery_steel	炙热钢	hand
direct	gt6.row.mat.hv	HV	hand
direct	gt6.row.mat.invar	殷钢	hand
direct	gt6.row.mat.iridium	铱	hand
direct	gt6.row.mat.iron_wood	铁木	hand
direct	gt6.row.mat.lead	铅	hand
direct	gt6.row.mat.lv	LV	hand
direct	gt6.row.mat.mv	MV	hand
direct	gt6.row.mat.netherite	下界合金	hand
direct	gt6.row.mat.stainless_steel	不锈钢	hand
direct	gt6.row.mat.steel	钢	hand
direct	gt6.row.mat.tantalum_hafnium_carbide	碳化钽铪	hand
direct	gt6.row.mat.tin_alloy	锡合金	hand
direct	gt6.row.mat.titanium	钛	hand
direct	gt6.row.mat.titanium_iridium	钛铱合金	hand
direct	gt6.row.mat.trinitanium	特林钛合金	hand
direct	gt6.row.mat.tungsten	钨	hand
direct	gt6.row.mat.tungsten_carbide	碳化钨	hand
direct	gt6.row.mat.tungstensteel	钨钢	hand
direct	gt6.row.mat.ultimet	哈氏合金	hand
direct	gt6.row.mat.wood_treated	木制	hand
direct	gt6.row.size.huge	巨型	hand
direct	gt6.row.size.large	大型	hand
direct	gt6.row.size.medium	中型	hand
direct	gt6.row.size.small	小型	hand
direct	gt6.row.steam_engine.display	蒸汽引擎 (%s)	hand
direct	gt6.row.steam_engine.display.strong	强化蒸汽引擎 (%s)	hand
direct	gt6.row.tap.display	%s龙头	hand
direct	gt6.row.tier.2	等级 2	hand
direct	gt6.row.tier.3	等级 3	hand
direct	gt6.row.tier.4	等级 4	hand
direct	gt6.spraycan.decolor	可为物品除色	hand
direct	gt6.spraycan.paint	可将物品喷成%s	hand
direct	gt6.spraycan.remaining	剩余使用次数：%s.%s	hand
direct	gt6.stone.variant.bricks	%s砖块	hand
direct	gt6.stone.variant.bricks_chiseled	錾制%s	hand
direct	gt6.stone.variant.bricks_cracked	裂纹%s砖块	hand
direct	gt6.stone.variant.bricks_mossy	苔藓%s砖块	hand
direct	gt6.stone.variant.bricks_redstone	红石化%s砖块	hand
direct	gt6.stone.variant.bricks_reinforced	钢筋%s砖块	hand
direct	gt6.stone.variant.cobble	%s圆石	hand
direct	gt6.stone.variant.cobble_mossy	苔藓%s圆石	hand
direct	gt6.stone.variant.small_bricks	小型%s砖块	hand
direct	gt6.stone.variant.small_tiles	小型%s方块	hand
direct	gt6.stone.variant.smooth	平滑%s	hand
direct	gt6.stone.variant.square_bricks	%s方砖	hand
direct	gt6.stone.variant.stone	%s	hand
direct	gt6.stone.variant.tiles	%s方块	hand
direct	gt6.stone.variant.windmill_tiles_a	%s风车纹砖块A	hand
direct	gt6.stone.variant.windmill_tiles_b	%s风车纹砖块B	hand
direct	gt6.tagprefix.alloy	%s	hand
direct	gt6.tagprefix.armor	%s	hand
direct	gt6.tagprefix.armor_boots	%s	hand
direct	gt6.tagprefix.armor_chestplate	%s	hand
direct	gt6.tagprefix.armor_helmet	%s	hand
direct	gt6.tagprefix.armor_leggings	%s	hand
direct	gt6.tagprefix.arrow	%s	hand
direct	gt6.tagprefix.arrow_gt_plastic	轻质%s箭	hand
direct	gt6.tagprefix.arrow_gt_wood	%s箭	hand
direct	gt6.tagprefix.bamboo	%s	hand
direct	gt6.tagprefix.bar	%s	hand
direct	gt6.tagprefix.bars	%s	hand
direct	gt6.tagprefix.battery	%s	hand
direct	gt6.tagprefix.battery_singleuse	%s	hand
direct	gt6.tagprefix.bauble	%s	hand
direct	gt6.tagprefix.beach	%s	hand
direct	gt6.tagprefix.beam	%s	hand
direct	gt6.tagprefix.beans	%s	hand
direct	gt6.tagprefix.bee	%s	hand
direct	gt6.tagprefix.berrybush	%s	hand
direct	gt6.tagprefix.billet	%s坯料	hand
direct	gt6.tagprefix.bit	%s	hand
direct	gt6.tagprefix.blade	%s	hand
direct	gt6.tagprefix.block	%s	hand
direct	gt6.tagprefix.block_	%s	hand
direct	gt6.tagprefix.block_bamboo	%s	hand
direct	gt6.tagprefix.block_dust	%s粉块	hand
direct	gt6.tagprefix.block_gem	结晶%s块	hand
direct	gt6.tagprefix.block_glass	%s	hand
direct	gt6.tagprefix.block_ingot	%s锭块	hand
direct	gt6.tagprefix.block_ore	%s	hand
direct	gt6.tagprefix.block_plate	%s板块	hand
direct	gt6.tagprefix.block_plate_gem	%s结晶板块	hand
direct	gt6.tagprefix.block_raw	粗%s矿石块	hand
direct	gt6.tagprefix.block_solid	铸造%s块	hand
direct	gt6.tagprefix.block_wool	%s	hand
direct	gt6.tagprefix.bolt	%s螺栓	hand
direct	gt6.tagprefix.book	%s	hand
direct	gt6.tagprefix.bottle	%s瓶	hand
direct	gt6.tagprefix.boule	%s	hand
direct	gt6.tagprefix.boule_gt	单晶%s	hand
direct	gt6.tagprefix.bowl	%s	hand
direct	gt6.tagprefix.brick	%s	hand
direct	gt6.tagprefix.bucket	%s桶	hand
direct	gt6.tagprefix.bud	%s	hand
direct	gt6.tagprefix.bullet_gt_large	大号%s子弹	hand
direct	gt6.tagprefix.bullet_gt_medium	中号%s子弹	hand
direct	gt6.tagprefix.bullet_gt_small	小号%s子弹	hand
direct	gt6.tagprefix.cable	%s	hand
direct	gt6.tagprefix.cable_gt01	1×%s线缆	hand
direct	gt6.tagprefix.cable_gt02	2×%s线缆	hand
direct	gt6.tagprefix.cable_gt04	4×%s线缆	hand
direct	gt6.tagprefix.cable_gt08	8×%s线缆	hand
direct	gt6.tagprefix.cable_gt12	12×%s线缆	hand
direct	gt6.tagprefix.cactus	%s	hand
direct	gt6.tagprefix.capcellcon	%s胶囊电池容器	hand
direct	gt6.tagprefix.capsule	%s胶囊	hand
direct	gt6.tagprefix.casing_machine	%s机器外壳	hand
direct	gt6.tagprefix.casing_machine_dense	致密%s机器外壳	hand
direct	gt6.tagprefix.casing_machine_double	强化%s机器外壳	hand
direct	gt6.tagprefix.casing_machine_quadruple	高强%s机器外壳	hand
direct	gt6.tagprefix.casing_small	小%s外壳	hand
direct	gt6.tagprefix.cell	%s电池单元	hand
direct	gt6.tagprefix.chain	%s锁链	hand
direct	gt6.tagprefix.chemtube	含%s试管	hand
direct	gt6.tagprefix.chest	%s	hand
direct	gt6.tagprefix.chipset	%s	hand
direct	gt6.tagprefix.chunk	%s	hand
direct	gt6.tagprefix.chunk_gt	%s碎块	hand
direct	gt6.tagprefix.circuit	%s	hand
direct	gt6.tagprefix.clean_gravel	%s	hand
direct	gt6.tagprefix.cloth	%s	hand
direct	gt6.tagprefix.clump	%s	hand
direct	gt6.tagprefix.cluster	天然%s晶簇	hand
direct	gt6.tagprefix.cobblestone	%s	hand
direct	gt6.tagprefix.coin	%s	hand
direct	gt6.tagprefix.component	%s	hand
direct	gt6.tagprefix.compressed	压缩%s	hand
direct	gt6.tagprefix.compressed_cobblestone	%s	hand
direct	gt6.tagprefix.compressed_dirt	%s	hand
direct	gt6.tagprefix.compressed_gravel	%s	hand
direct	gt6.tagprefix.compressed_sand	%s	hand
direct	gt6.tagprefix.compressed_stone	%s	hand
direct	gt6.tagprefix.computer	%s	hand
direct	gt6.tagprefix.cones	%s	hand
direct	gt6.tagprefix.consumable	%s	hand
direct	gt6.tagprefix.cooking	%s	hand
direct	gt6.tagprefix.coral	%s	hand
direct	gt6.tagprefix.craft	%s	hand
direct	gt6.tagprefix.crafting	%s	hand
direct	gt6.tagprefix.crafting_tool	%s	hand
direct	gt6.tagprefix.crate_gt64_dust	箱装%s粉	hand
direct	gt6.tagprefix.crate_gt64_gem	箱装%s晶体	hand
direct	gt6.tagprefix.crate_gt64_ingot	箱装%s锭	hand
direct	gt6.tagprefix.crate_gt64_ore	%s	hand
direct	gt6.tagprefix.crate_gt64_plate	箱装%s板	hand
direct	gt6.tagprefix.crate_gt64_plate_gem	箱装%s结晶板	hand
direct	gt6.tagprefix.crate_gt64_raw	箱装%s矿	hand
direct	gt6.tagprefix.crate_gt_dust	小箱装%s粉	hand
direct	gt6.tagprefix.crate_gt_gem	小箱装%s	hand
direct	gt6.tagprefix.crate_gt_ingot	小箱装%s锭	hand
direct	gt6.tagprefix.crate_gt_ore	%s	hand
direct	gt6.tagprefix.crate_gt_plate	小箱装%s板	hand
direct	gt6.tagprefix.crate_gt_plate_gem	小箱装%s结晶板	hand
direct	gt6.tagprefix.crate_gt_raw	小箱装%s矿	hand
direct	gt6.tagprefix.crop	%s	hand
direct	gt6.tagprefix.crushed	破碎%s矿	hand
direct	gt6.tagprefix.crushed_centrifuged	离心%s矿	hand
direct	gt6.tagprefix.crushed_centrifuged_tiny	小撮离心%s矿	hand
direct	gt6.tagprefix.crushed_purified	洗净%s矿	hand
direct	gt6.tagprefix.crushed_purified_tiny	小撮洗净%s矿	hand
direct	gt6.tagprefix.crushed_tiny	小撮破碎%s矿	hand
direct	gt6.tagprefix.crystal	%s晶体	hand
direct	gt6.tagprefix.crystal_pure	纯净%s晶体	hand
direct	gt6.tagprefix.crystalline	%s	hand
direct	gt6.tagprefix.denseore	%s	hand
direct	gt6.tagprefix.desert	%s	hand
direct	gt6.tagprefix.dinosaur	%s	hand
direct	gt6.tagprefix.dirt	%s	hand
direct	gt6.tagprefix.dirty_gravel	%s	hand
direct	gt6.tagprefix.door	%s	hand
direct	gt6.tagprefix.drop	%s	hand
direct	gt6.tagprefix.dust	%s粉	hand
direct	gt6.tagprefix.dust_dirty	%s	hand
direct	gt6.tagprefix.dust_div72	1/72%s粉	hand
direct	gt6.tagprefix.dust_impure	杂质%s粉	hand
direct	gt6.tagprefix.dust_pure	纯净%s粉	hand
direct	gt6.tagprefix.dust_refined	精炼%s粉	hand
direct	gt6.tagprefix.dust_small	小堆%s粉	hand
direct	gt6.tagprefix.dust_tiny	小撮%s粉	hand
direct	gt6.tagprefix.dye	%s	hand
direct	gt6.tagprefix.dye_ceramic	%s	hand
direct	gt6.tagprefix.dye_mixable	%s	hand
direct	gt6.tagprefix.element	%s	hand
direct	gt6.tagprefix.elven	%s	hand
direct	gt6.tagprefix.epiphyte	%s	hand
direct	gt6.tagprefix.essence	%s	hand
direct	gt6.tagprefix.fabric	%s	hand
direct	gt6.tagprefix.fence	%s	hand
direct	gt6.tagprefix.fern	%s	hand
direct	gt6.tagprefix.fertilizer	%s	hand
direct	gt6.tagprefix.floating	%s	hand
direct	gt6.tagprefix.flower	%s	hand
direct	gt6.tagprefix.foil	%s箔	hand
direct	gt6.tagprefix.food	%s	hand
direct	gt6.tagprefix.forest	%s	hand
direct	gt6.tagprefix.frame	%s	hand
direct	gt6.tagprefix.frame_gt	%s	hand
direct	gt6.tagprefix.fuel	%s	hand
direct	gt6.tagprefix.fungus	%s	hand
direct	gt6.tagprefix.ganys	%s	hand
direct	gt6.tagprefix.gate	%s	hand
direct	gt6.tagprefix.gear	%s	hand
direct	gt6.tagprefix.gear_gt	%s齿轮	hand
direct	gt6.tagprefix.gear_gt_small	小%s齿轮	hand
direct	gt6.tagprefix.gem	%s	hand
direct	gt6.tagprefix.gem_chipped	碎裂%s	hand
direct	gt6.tagprefix.gem_exquisite	精美%s	hand
direct	gt6.tagprefix.gem_flawed	瑕疵%s	hand
direct	gt6.tagprefix.gem_flawless	完美%s	hand
direct	gt6.tagprefix.gem_legendary	传奇%s	hand
direct	gt6.tagprefix.gem_ore	%s矿石	hand
direct	gt6.tagprefix.gem_polished	抛光%s	hand
direct	gt6.tagprefix.gem_raw	生%s	hand
direct	gt6.tagprefix.gem_uncut	未切割%s	hand
direct	gt6.tagprefix.glass	%s	hand
direct	gt6.tagprefix.glowstone	%s	hand
direct	gt6.tagprefix.grafter	%s	hand
direct	gt6.tagprefix.grass	%s	hand
direct	gt6.tagprefix.gravel	%s	hand
direct	gt6.tagprefix.ground	%s	hand
direct	gt6.tagprefix.handle	%s	hand
direct	gt6.tagprefix.hanging	%s	hand
direct	gt6.tagprefix.head	%s	hand
direct	gt6.tagprefix.immersed	%s	hand
direct	gt6.tagprefix.ingot	%s锭	hand
direct	gt6.tagprefix.ingot_double	双重%s锭	hand
direct	gt6.tagprefix.ingot_hot	热%s锭	hand
direct	gt6.tagprefix.ingot_quad	%s	hand
direct	gt6.tagprefix.ingot_quadruple	四重%s锭	hand
direct	gt6.tagprefix.ingot_quintuple	五重%s锭	hand
direct	gt6.tagprefix.ingot_triple	三重%s锭	hand
direct	gt6.tagprefix.item	%s	hand
direct	gt6.tagprefix.item_	%s	hand
direct	gt6.tagprefix.item_dust	%s	hand
direct	gt6.tagprefix.jungle	%s	hand
direct	gt6.tagprefix.junk	%s	hand
direct	gt6.tagprefix.ladder	%s	hand
direct	gt6.tagprefix.lamp	%s	hand
direct	gt6.tagprefix.leaf	%s	hand
direct	gt6.tagprefix.leafy	%s	hand
direct	gt6.tagprefix.leaves	%s	hand
direct	gt6.tagprefix.lens	%s透镜	hand
direct	gt6.tagprefix.liquid	%s	hand
direct	gt6.tagprefix.list	%s	hand
direct	gt6.tagprefix.log	%s	hand
direct	gt6.tagprefix.lumar	%s	hand
direct	gt6.tagprefix.lump	%s	hand
direct	gt6.tagprefix.mana	%s	hand
direct	gt6.tagprefix.material	%s	hand
direct	gt6.tagprefix.mffs	%s	hand
direct	gt6.tagprefix.minecart_wheels	%s车轮	hand
direct	gt6.tagprefix.molecule	%s	hand
direct	gt6.tagprefix.motor	%s	hand
direct	gt6.tagprefix.mountain	%s	hand
direct	gt6.tagprefix.mushroom	%s	hand
direct	gt6.tagprefix.mystic	%s	hand
direct	gt6.tagprefix.nugget	%s粒	hand
direct	gt6.tagprefix.obsidian	%s	hand
direct	gt6.tagprefix.ocean	%s	hand
direct	gt6.tagprefix.orb	%s	hand
direct	gt6.tagprefix.ore	%s矿	hand
direct	gt6.tagprefix.ore_andesite	安山岩%s矿	hand
direct	gt6.tagprefix.ore_basalt	玄武岩%s矿	hand
direct	gt6.tagprefix.ore_bedrock	基岩%s矿	hand
direct	gt6.tagprefix.ore_betweenstone	Betweenstone%s矿	hand
direct	gt6.tagprefix.ore_blackgranite	黑花岗岩%s矿	hand
direct	gt6.tagprefix.ore_blackstone	黑石%s矿	hand
direct	gt6.tagprefix.ore_blueschist	蓝片岩%s矿	hand
direct	gt6.tagprefix.ore_callisto	Callisto%s矿	hand
direct	gt6.tagprefix.ore_ceres	Ceres%s矿	hand
direct	gt6.tagprefix.ore_darkprismarine	暗海晶石%s矿	hand
direct	gt6.tagprefix.ore_deadrock	死石%s矿	hand
direct	gt6.tagprefix.ore_deepslate	深板岩%s矿	hand
direct	gt6.tagprefix.ore_deimos	Deimos%s矿	hand
direct	gt6.tagprefix.ore_dense	致密%s矿	hand
direct	gt6.tagprefix.ore_diorite	闪长岩%s矿	hand
direct	gt6.tagprefix.ore_end	末地%s矿	hand
direct	gt6.tagprefix.ore_endstone	末地石%s矿	hand
direct	gt6.tagprefix.ore_eris	Eris%s矿	hand
direct	gt6.tagprefix.ore_europa	Europa%s矿	hand
direct	gt6.tagprefix.ore_ganymede	Ganymede%s矿	hand
direct	gt6.tagprefix.ore_gem	%s	hand
direct	gt6.tagprefix.ore_gneiss	片麻岩%s矿	hand
direct	gt6.tagprefix.ore_gravel	砾石%s矿	hand
direct	gt6.tagprefix.ore_grayschist	灰片岩%s矿	hand
direct	gt6.tagprefix.ore_greenschist	绿片岩%s矿	hand
direct	gt6.tagprefix.ore_holystone	圣石%s矿	hand
direct	gt6.tagprefix.ore_iapetus	Iapetus%s矿	hand
direct	gt6.tagprefix.ore_io	Io%s矿	hand
direct	gt6.tagprefix.ore_jupiter	Jupiter%s矿	hand
direct	gt6.tagprefix.ore_kepler22b	Kepler22b%s矿	hand
direct	gt6.tagprefix.ore_kimberlite	金伯利岩%s矿	hand
direct	gt6.tagprefix.ore_komatiite	科马提岩%s矿	hand
direct	gt6.tagprefix.ore_lightprismarine	亮海晶石%s矿	hand
direct	gt6.tagprefix.ore_limestone	石灰岩%s矿	hand
direct	gt6.tagprefix.ore_livingrock	活石%s矿	hand
direct	gt6.tagprefix.ore_marble	大理石%s矿	hand
direct	gt6.tagprefix.ore_mars	Mars%s矿	hand
direct	gt6.tagprefix.ore_mercury	Mercury%s矿	hand
direct	gt6.tagprefix.ore_moon	Moon%s矿	hand
direct	gt6.tagprefix.ore_mud	淤泥%s矿	hand
direct	gt6.tagprefix.ore_neptune	Neptune%s矿	hand
direct	gt6.tagprefix.ore_nether	下界%s矿	hand
direct	gt6.tagprefix.ore_netherrack	下界岩%s矿	hand
direct	gt6.tagprefix.ore_normal	普通%s矿	hand
direct	gt6.tagprefix.ore_oberon	Oberon%s矿	hand
direct	gt6.tagprefix.ore_phobos	Phobos%s矿	hand
direct	gt6.tagprefix.ore_pinkschist	粉片岩%s矿	hand
direct	gt6.tagprefix.ore_pitstone	Pitstone%s矿	hand
direct	gt6.tagprefix.ore_pluto	Pluto%s矿	hand
direct	gt6.tagprefix.ore_poor	劣质%s矿	hand
direct	gt6.tagprefix.ore_quartzite	石英岩%s矿	hand
direct	gt6.tagprefix.ore_raw	粗%s矿石	hand
direct	gt6.tagprefix.ore_red_sand	红沙%s矿	hand
direct	gt6.tagprefix.ore_redgranite	红花岗岩%s矿	hand
direct	gt6.tagprefix.ore_rhea	Rhea%s矿	hand
direct	gt6.tagprefix.ore_rich	富集%s矿	hand
direct	gt6.tagprefix.ore_sand	沙%s矿	hand
direct	gt6.tagprefix.ore_sandstone	砂岩%s矿	hand
direct	gt6.tagprefix.ore_saturn	Saturn%s矿	hand
direct	gt6.tagprefix.ore_shale	页岩%s矿	hand
direct	gt6.tagprefix.ore_siltstone	粉砂岩%s矿	hand
direct	gt6.tagprefix.ore_slate	板岩%s矿	hand
direct	gt6.tagprefix.ore_small	贫瘠%s矿	hand
direct	gt6.tagprefix.ore_space	太空%s矿	hand
direct	gt6.tagprefix.ore_strangesand	异沙%s矿	hand
direct	gt6.tagprefix.ore_titan	Titan%s矿	hand
direct	gt6.tagprefix.ore_titania	Titania%s矿	hand
direct	gt6.tagprefix.ore_triton	Triton%s矿	hand
direct	gt6.tagprefix.ore_umberstone	Umberstone%s矿	hand
direct	gt6.tagprefix.ore_uranus	Uranus%s矿	hand
direct	gt6.tagprefix.ore_vanillagranite	花岗岩%s矿	hand
direct	gt6.tagprefix.ore_vanillastone	石头%s矿	hand
direct	gt6.tagprefix.ore_venus	Venus%s矿	hand
direct	gt6.tagprefix.oreberry	%s莓	hand
direct	gt6.tagprefix.orebush	%s灌木	hand
direct	gt6.tagprefix.pane_glass	%s	hand
direct	gt6.tagprefix.panel	%s	hand
direct	gt6.tagprefix.paper	%s	hand
direct	gt6.tagprefix.part	%s	hand
direct	gt6.tagprefix.pearl	%s	hand
direct	gt6.tagprefix.pebbles	%s	hand
direct	gt6.tagprefix.pellet	%s	hand
direct	gt6.tagprefix.petal	%s	hand
direct	gt6.tagprefix.pipe	%s管道	hand
direct	gt6.tagprefix.pipe_huge	巨型%s管道	hand
direct	gt6.tagprefix.pipe_large	大型%s管道	hand
direct	gt6.tagprefix.pipe_medium	中型%s管道	hand
direct	gt6.tagprefix.pipe_nonuple	九合一%s管道	hand
direct	gt6.tagprefix.pipe_quadruple	四合一%s管道	hand
direct	gt6.tagprefix.pipe_restrictive_huge	巨型限流%s管道	hand
direct	gt6.tagprefix.pipe_restrictive_large	大型限流%s管道	hand
direct	gt6.tagprefix.pipe_restrictive_medium	中型限流%s管道	hand
direct	gt6.tagprefix.pipe_restrictive_small	小型限流%s管道	hand
